Date,Daily minimum temperatures,Year,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990
1983-05-12,6.8,1983,0,0,05-12,0,0,0,0,0,0,0
1983-05-13,9.596506692421107,1983,0,0,05-13,0,0,0,0,0,0,0
1983-05-14,14.5,1983,0,0,05-14,0,0,0,0,0,0,0
1983-05-15,10.160476277816539,1983,0,0,05-15,0,0,0,0,0,0,0
1983-05-16,6.7,1983,0,0,05-16,0,0,0,0,0,0,0
1983-05-17,,1983,0,0,05-17,0,0,0,0,0,0,0
1983-05-18,7.958433120655616,1983,0,0,05-18,0,0,0,0,0,0,0
1983-05-19,,1983,0,0,05-19,0,0,0,0,0,0,0
1983-05-20,6.897209064516224,1983,0,0,05-20,0,0,0,0,0,0,0
1983-05-21,7.085417480257518,1983,0,0,05-21,0,0,0,0,0,0,0
1983-05-22,,1983,0,0,05-22,0,0,0,0,0,0,0
1983-05-23,7.984254498194601,1983,0,0,05-23,0,0,0,0,0,0,0
1983-05-24,13.043718156651007,1983,0,0,05-24,0,0,0,0,0,0,0
1983-05-25,10.828193992399736,1983,0,0,05-25,0,0,0,0,0,0,0
1983-05-26,6.223393308086479,1983,0,0,05-26,0,0,0,0,0,0,0
1983-05-27,10.228544083546737,1983,0,0,05-27,0,0,0,0,0,0,0
1983-05-28,,1983,0,0,05-28,0,0,0,0,0,0,0
1983-05-29,,1983,0,0,05-29,0,0,0,0,0,0,0
1983-05-30,8.66871221610108,1983,0,0,05-30,0,0,0,0,0,0,0
1983-05-31,9.3,1983,0,0,05-31,0,0,0,0,0,0,0
1983-06-01,12.435604514650306,1983,0,0,06-01,0,0,0,0,0,0,0
1983-06-02,9.801211178231679,1983,0,0,06-02,0,0,0,0,0,0,0
1983-06-03,3.883705235995195,1983,0,0,06-03,0,0,0,0,0,0,0
1983-06-04,,1983,0,0,06-04,0,0,0,0,0,0,0
1983-06-05,2.7518416874624148,1983,0,0,06-05,0,0,0,0,0,0,0
1983-06-06,7.2,1983,0,0,06-06,0,0,0,0,0,0,0
1983-06-07,11.191354348959056,1983,0,0,06-07,0,0,0,0,0,0,0
1983-06-08,4.226121273690904,1983,0,0,06-08,0,0,0,0,0,0,0
1983-06-09,8.3,1983,0,0,06-09,0,0,0,0,0,0,0
1983-06-10,8.403759589795035,1983,0,0,06-10,0,0,0,0,0,0,0
1983-06-11,,1983,0,0,06-11,0,0,0,0,0,0,0
1983-06-12,6.899485144487996,1983,0,0,06-12,0,0,0,0,0,0,0
1983-06-13,6.194684874834541,1983,0,0,06-13,0,0,0,0,0,0,0
1983-06-14,6.837788989879124,1983,0,0,06-14,0,0,0,0,0,0,0
1983-06-15,9.998320963551727,1983,0,0,06-15,0,0,0,0,0,0,0
1983-06-16,5.206010203397032,1983,0,0,06-16,0,0,0,0,0,0,0
1983-06-17,1.2710462994860432,1983,0,0,06-17,0,0,0,0,0,0,0
1983-06-18,3.9514045358515277,1983,0,0,06-18,0,0,0,0,0,0,0
1983-06-19,2.4778645140857773,1983,0,0,06-19,0,0,0,0,0,0,0
1983-06-20,6.261583320397471,1983,0,0,06-20,0,0,0,0,0,0,0
1983-06-21,11.6,1983,0,0,06-21,0,0,0,0,0,0,0
1983-06-22,6.6,1983,0,0,06-22,0,0,0,0,0,0,0
1983-06-23,6.739173551609896,1983,0,0,06-23,0,0,0,0,0,0,0
1983-06-24,8.0,1983,0,0,06-24,0,0,0,0,0,0,0
1983-06-25,7.9,1983,0,0,06-25,0,0,0,0,0,0,0
1983-06-26,3.3,1983,0,0,06-26,0,0,0,0,0,0,0
1983-06-27,2.7124749927695078,1983,0,0,06-27,0,0,0,0,0,0,0
1983-06-28,5.613836848592562,1983,0,0,06-28,0,0,0,0,0,0,0
1983-06-29,6.288746778210458,1983,0,0,06-29,0,0,0,0,0,0,0
1983-06-30,5.1788667480185575,1983,0,0,06-30,0,0,0,0,0,0,0
1983-07-01,8.5,1983,0,0,07-01,0,0,0,0,0,0,0
1983-07-02,9.584354449551226,1983,0,0,07-02,0,0,0,0,0,0,0
1983-07-03,,1983,0,0,07-03,0,0,0,0,0,0,0
1983-07-04,7.2,1983,0,0,07-04,0,0,0,0,0,0,0
1983-07-05,9.25967246476105,1983,0,0,07-05,0,0,0,0,0,0,0
1983-07-06,5.25548208638809,1983,0,0,07-06,0,0,0,0,0,0,0
1983-07-07,8.5,1983,0,0,07-07,0,0,0,0,0,0,0
1983-07-08,8.8,1983,0,0,07-08,0,0,0,0,0,0,0
1983-07-09,7.587987578677458,1983,0,0,07-09,0,0,0,0,0,0,0
1983-07-10,5.221856701819162,1983,0,0,07-10,0,0,0,0,0,0,0
1983-07-11,5.17443504489798,1983,0,0,07-11,0,0,0,0,0,0,0
1983-07-12,,1983,0,0,07-12,0,0,0,0,0,0,0
1983-07-13,7.829472958497513,1983,0,0,07-13,0,0,0,0,0,0,0
1983-07-14,9.854903809112686,1983,0,0,07-14,0,0,0,0,0,0,0
1983-07-15,6.696274557504641,1983,0,0,07-15,0,0,0,0,0,0,0
1983-07-16,7.581351528669544,1983,0,0,07-16,0,0,0,0,0,0,0
1983-07-17,5.652656384264371,1983,0,0,07-17,0,0,0,0,0,0,0
1983-07-18,2.802626062578027,1983,0,0,07-18,0,0,0,0,0,0,0
1983-07-19,7.568184878907535,1983,0,0,07-19,0,0,0,0,0,0,0
1983-07-20,2.2371462393039225,1983,0,0,07-20,0,0,0,0,0,0,0
1983-07-21,,1983,0,0,07-21,0,0,0,0,0,0,0
1983-07-22,5.06404460589652,1983,0,0,07-22,0,0,0,0,0,0,0
1983-07-23,6.6,1983,0,0,07-23,0,0,0,0,0,0,0
1983-07-24,,1983,0,0,07-24,0,0,0,0,0,0,0
1983-07-25,1.7566376833004431,1983,0,0,07-25,0,0,0,0,0,0,0
1983-07-26,,1983,0,0,07-26,0,0,0,0,0,0,0
1983-07-27,14.644041328334367,1983,0,0,07-27,0,0,0,0,0,0,0
1983-07-28,8.703042643225091,1983,0,0,07-28,0,0,0,0,0,0,0
1983-07-29,9.589969212605927,1983,0,0,07-29,0,0,0,0,0,0,0
1983-07-30,8.395819429838946,1983,0,0,07-30,0,0,0,0,0,0,0
1983-07-31,9.943953303760232,1983,0,0,07-31,0,0,0,0,0,0,0
1983-08-01,7.561008649082481,1983,0,0,08-01,0,0,0,0,0,0,0
1983-08-02,8.394794065670483,1983,0,0,08-02,0,0,0,0,0,0,0
1983-08-03,6.85983580813828,1983,0,0,08-03,0,0,0,0,0,0,0
1983-08-04,9.57910393166259,1983,0,0,08-04,0,0,0,0,0,0,0
1983-08-05,,1983,0,0,08-05,0,0,0,0,0,0,0
1983-08-06,6.231433144929219,1983,0,0,08-06,0,0,0,0,0,0,0
1983-08-07,8.474110428537816,1983,0,0,08-07,0,0,0,0,0,0,0
1983-08-08,9.085201674283466,1983,0,0,08-08,0,0,0,0,0,0,0
1983-08-09,10.435972638123518,1983,0,0,08-09,0,0,0,0,0,0,0
1983-08-10,11.301230092032638,1983,0,0,08-10,0,0,0,0,0,0,0
1983-08-11,9.9,1983,0,0,08-11,0,0,0,0,0,0,0
1983-08-12,7.6,1983,0,0,08-12,0,0,0,0,0,0,0
1983-08-13,5.924781597709397,1983,0,0,08-13,0,0,0,0,0,0,0
1983-08-14,8.5,1983,0,0,08-14,0,0,0,0,0,0,0
1983-08-15,16.70933580495266,1983,0,0,08-15,0,0,0,0,0,0,0
1983-08-16,14.472253622186942,1983,0,0,08-16,0,0,0,0,0,0,0
1983-08-17,7.2073688545558845,1983,0,0,08-17,0,0,0,0,0,0,0
1983-08-18,,1983,0,0,08-18,0,0,0,0,0,0,0
1983-08-19,0.6543940769328493,1983,0,0,08-19,0,0,0,0,0,0,0
1983-08-20,4.78418643716181,1983,0,0,08-20,0,0,0,0,0,0,0
1983-08-21,10.3,1983,0,0,08-21,0,0,0,0,0,0,0
1983-08-22,11.1,1983,0,0,08-22,0,0,0,0,0,0,0
1983-08-23,,1983,0,0,08-23,0,0,0,0,0,0,0
1983-08-24,9.0,1983,0,0,08-24,0,0,0,0,0,0,0
1983-08-25,13.0,1983,0,0,08-25,0,0,0,0,0,0,0
1983-08-26,6.252325278930173,1983,0,0,08-26,0,0,0,0,0,0,0
1983-08-27,9.0660392261255,1983,0,0,08-27,0,0,0,0,0,0,0
1983-08-28,5.453274450023652,1983,0,0,08-28,0,0,0,0,0,0,0
1983-08-29,8.140747505860013,1983,0,0,08-29,0,0,0,0,0,0,0
1983-08-30,11.893481166442637,1983,0,0,08-30,0,0,0,0,0,0,0
1983-08-31,,1983,0,0,08-31,0,0,0,0,0,0,0
1983-09-01,10.1,1983,0,0,09-01,0,0,0,0,0,0,0
1983-09-02,11.848959226562537,1983,0,0,09-02,0,0,0,0,0,0,0
1983-09-03,10.517638583801231,1983,0,0,09-03,0,0,0,0,0,0,0
1983-09-04,5.866926747556702,1983,0,0,09-04,0,0,0,0,0,0,0
1983-09-05,6.171148198175938,1983,0,0,09-05,0,0,0,0,0,0,0
1983-09-06,10.4,1983,0,0,09-06,0,0,0,0,0,0,0
1983-09-07,,1983,0,0,09-07,0,0,0,0,0,0,0
1983-09-08,12.367733201401201,1983,0,0,09-08,0,0,0,0,0,0,0
1983-09-09,9.794914424618222,1983,0,0,09-09,0,0,0,0,0,0,0
1983-09-10,8.8,1983,0,0,09-10,0,0,0,0,0,0,0
1983-09-11,9.2,1983,0,0,09-11,0,0,0,0,0,0,0
1983-09-12,3.7630713728406913,1983,0,0,09-12,0,0,0,0,0,0,0
1983-09-13,6.131127425118789,1983,0,0,09-13,0,0,0,0,0,0,0
1983-09-14,6.434776124883321,1983,0,0,09-14,0,0,0,0,0,0,0
1983-09-15,4.4817704666396985,1983,0,0,09-15,0,0,0,0,0,0,0
1983-09-16,5.0,1983,0,0,09-16,0,0,0,0,0,0,0
1983-09-17,10.190450371467964,1983,0,0,09-17,0,0,0,0,0,0,0
1983-09-18,8.030759308203601,1983,0,0,09-18,0,0,0,0,0,0,0
1983-09-19,13.481918647644084,1983,0,0,09-19,0,0,0,0,0,0,0
1983-09-20,12.956722941157787,1983,0,0,09-20,0,0,0,0,0,0,0
1983-09-21,7.763003069928404,1983,0,0,09-21,0,0,0,0,0,0,0
1983-09-22,8.669024215578162,1983,0,0,09-22,0,0,0,0,0,0,0
1983-09-23,13.719430863781266,1983,0,0,09-23,0,0,0,0,0,0,0
1983-09-24,9.037498228520668,1983,0,0,09-24,0,0,0,0,0,0,0
1983-09-25,7.3474971687876565,1983,0,0,09-25,0,0,0,0,0,0,0
1983-09-26,3.5,1983,0,0,09-26,0,0,0,0,0,0,0
1983-09-27,9.336051541008587,1983,0,0,09-27,0,0,0,0,0,0,0
1983-09-28,15.4,1983,0,0,09-28,0,0,0,0,0,0,0
1983-09-29,10.781649623695035,1983,0,0,09-29,0,0,0,0,0,0,0
1983-09-30,11.06140740181468,1983,0,0,09-30,0,0,0,0,0,0,0
1983-10-01,9.3,1983,0,0,10-01,0,0,0,0,0,0,0
1983-10-02,13.9,1983,0,0,10-02,0,0,0,0,0,0,0
1983-10-03,7.7,1983,0,0,10-03,0,0,0,0,0,0,0
1983-10-04,9.5,1983,0,0,10-04,0,0,0,0,0,0,0
1983-10-05,7.6,1983,0,0,10-05,0,0,0,0,0,0,0
1983-10-06,6.9,1983,0,0,10-06,0,0,0,0,0,0,0
1983-10-07,6.247789189050332,1983,0,0,10-07,0,0,0,0,0,0,0
1983-10-08,8.285155145524955,1983,0,0,10-08,0,0,0,0,0,0,0
1983-10-09,6.0,1983,0,0,10-09,0,0,0,0,0,0,0
1983-10-10,8.846895126595129,1983,0,0,10-10,0,0,0,0,0,0,0
1983-10-11,9.1,1983,0,0,10-11,0,0,0,0,0,0,0
1983-10-12,12.067833305617425,1983,0,0,10-12,0,0,0,0,0,0,0
1983-10-13,13.936576468459398,1983,0,0,10-13,0,0,0,0,0,0,0
1983-10-14,13.56674455794915,1983,0,0,10-14,0,0,0,0,0,0,0
1983-10-15,12.5,1983,0,0,10-15,0,0,0,0,0,0,0
1983-10-16,11.8,1983,0,0,10-16,0,0,0,0,0,0,0
1983-10-17,,1983,0,0,10-17,0,0,0,0,0,0,0
1983-10-18,10.0,1983,0,0,10-18,0,0,0,0,0,0,0
1983-10-19,13.440433599854432,1983,0,0,10-19,0,0,0,0,0,0,0
1983-10-20,8.9,1983,0,0,10-20,0,0,0,0,0,0,0
1983-10-21,9.644586206628755,1983,0,0,10-21,0,0,0,0,0,0,0
1983-10-22,7.5,1983,0,0,10-22,0,0,0,0,0,0,0
1983-10-23,11.512270263892308,1983,0,0,10-23,0,0,0,0,0,0,0
1983-10-24,13.41219850853558,1983,0,0,10-24,0,0,0,0,0,0,0
1983-10-25,12.9,1983,0,0,10-25,0,0,0,0,0,0,0
1983-10-26,11.7,1983,0,0,10-26,0,0,0,0,0,0,0
1983-10-27,17.169453447812657,1983,0,0,10-27,0,0,0,0,0,0,0
1983-10-28,12.3,1983,0,0,10-28,0,0,0,0,0,0,0
1983-10-29,8.351248801384367,1983,0,0,10-29,0,0,0,0,0,0,0
1983-10-30,9.2,1983,0,0,10-30,0,0,0,0,0,0,0
1983-10-31,10.041280886270108,1983,0,0,10-31,0,0,0,0,0,0,0
1983-11-01,11.8,1983,0,0,11-01,0,0,0,0,0,0,0
1983-11-02,12.775995578261066,1983,0,0,11-02,0,0,0,0,0,0,0
1983-11-03,13.534974897457891,1983,0,0,11-03,0,0,0,0,0,0,0
1983-11-04,11.0,1983,0,0,11-04,0,0,0,0,0,0,0
1983-11-05,9.074665446106238,1983,0,0,11-05,0,0,0,0,0,0,0
1983-11-06,,1983,0,0,11-06,0,0,0,0,0,0,0
1983-11-07,12.172639621346505,1983,0,0,11-07,0,0,0,0,0,0,0
1983-11-08,14.8,1983,0,0,11-08,0,0,0,0,0,0,0
1983-11-09,8.792004635904583,1983,0,0,11-09,0,0,0,0,0,0,0
1983-11-10,6.335768207350907,1983,0,0,11-10,0,0,0,0,0,0,0
1983-11-11,10.358706267899892,1983,0,0,11-11,0,0,0,0,0,0,0
1983-11-12,10.8,1983,0,0,11-12,0,0,0,0,0,0,0
1983-11-13,9.684769481092502,1983,0,0,11-13,0,0,0,0,0,0,0
1983-11-14,12.5,1983,0,0,11-14,0,0,0,0,0,0,0
1983-11-15,13.2,1983,0,0,11-15,0,0,0,0,0,0,0
1983-11-16,9.598378213864837,1983,0,0,11-16,0,0,0,0,0,0,0
1983-11-17,5.7,1983,0,0,11-17,0,0,0,0,0,0,0
1983-11-18,10.980629501522374,1983,0,0,11-18,0,0,0,0,0,0,0
1983-11-19,,1983,0,0,11-19,0,0,0,0,0,0,0
1983-11-20,10.8,1983,0,0,11-20,0,0,0,0,0,0,0
1983-11-21,10.0,1983,0,0,11-21,0,0,0,0,0,0,0
1983-11-22,15.222686046813763,1983,0,0,11-22,0,0,0,0,0,0,0
1983-11-23,15.0,1983,0,0,11-23,0,0,0,0,0,0,0
1983-11-24,14.5,1983,0,0,11-24,0,0,0,0,0,0,0
1983-11-25,15.9,1983,0,0,11-25,0,0,0,0,0,0,0
1983-11-26,,1983,0,0,11-26,0,0,0,0,0,0,0
1983-11-27,14.2,1983,0,0,11-27,0,0,0,0,0,0,0
1983-11-28,15.8,1983,0,0,11-28,0,0,0,0,0,0,0
1983-11-29,15.928935879334293,1983,0,0,11-29,0,0,0,0,0,0,0
1983-11-30,18.001617300348887,1983,0,0,11-30,0,0,0,0,0,0,0
1983-12-01,12.1,1983,0,0,12-01,0,0,0,0,0,0,0
1983-12-02,11.4,1983,0,0,12-02,0,0,0,0,0,0,0
1983-12-03,13.268449584002036,1983,0,0,12-03,0,0,0,0,0,0,0
1983-12-04,13.2,1983,0,0,12-04,0,0,0,0,0,0,0
1983-12-05,14.037873069956653,1983,0,0,12-05,0,0,0,0,0,0,0
1983-12-06,16.27135546832787,1983,0,0,12-06,0,0,0,0,0,0,0
1983-12-07,13.542202899923167,1983,0,0,12-07,0,0,0,0,0,0,0
1983-12-08,13.183997819644759,1983,0,0,12-08,0,0,0,0,0,0,0
1983-12-09,14.671239776271445,1983,0,0,12-09,0,0,0,0,0,0,0
1983-12-10,11.954592288123356,1983,0,0,12-10,0,0,0,0,0,0,0
1983-12-11,12.0,1983,0,0,12-11,0,0,0,0,0,0,0
1983-12-12,,1983,0,0,12-12,0,0,0,0,0,0,0
1983-12-13,14.311806137521632,1983,0,0,12-13,0,0,0,0,0,0,0
1983-12-14,11.780069076031074,1983,0,0,12-14,0,0,0,0,0,0,0
1983-12-15,,1983,0,0,12-15,0,0,0,0,0,0,0
1983-12-16,13.071070235981297,1983,0,0,12-16,0,0,0,0,0,0,0
1983-12-17,16.627806323671535,1983,0,0,12-17,0,0,0,0,0,0,0
1983-12-18,15.0,1983,0,0,12-18,0,0,0,0,0,0,0
1983-12-19,13.3,1983,0,0,12-19,0,0,0,0,0,0,0
1983-12-20,18.658214955563107,1983,0,0,12-20,0,0,0,0,0,0,0
1983-12-21,19.555736263351246,1983,0,0,12-21,0,0,0,0,0,0,0
1983-12-22,11.774332348285832,1983,0,0,12-22,0,0,0,0,0,0,0
1983-12-23,18.57247684480909,1983,0,0,12-23,0,0,0,0,0,0,0
1983-12-24,14.594979106882759,1983,0,0,12-24,0,0,0,0,0,0,0
1983-12-25,,1983,0,0,12-25,0,0,0,0,0,0,0
1983-12-26,14.738924192510733,1983,0,0,12-26,0,0,0,0,0,0,0
1983-12-27,,1983,0,0,12-27,0,0,0,0,0,0,0
1983-12-28,11.931032299164473,1983,0,0,12-28,0,0,0,0,0,0,0
1983-12-29,16.1,1983,0,0,12-29,0,0,0,0,0,0,0
1983-12-30,20.923088116839264,1983,0,0,12-30,0,0,0,0,0,0,0
1983-12-31,,1983,0,0,12-31,0,0,0,0,0,0,0
1984-01-01,19.295436951745092,1984,0,0,0,01-01,0,0,0,0,0,0
1984-01-02,17.194835641096486,1984,0,0,0,01-02,0,0,0,0,0,0
1984-01-03,,1984,0,0,0,01-03,0,0,0,0,0,0
1984-01-04,13.435618003705322,1984,0,0,0,01-04,0,0,0,0,0,0
1984-01-05,,1984,0,0,0,01-05,0,0,0,0,0,0
1984-01-06,16.3,1984,0,0,0,01-06,0,0,0,0,0,0
1984-01-07,,1984,0,0,0,01-07,0,0,0,0,0,0
1984-01-08,12.667399898060813,1984,0,0,0,01-08,0,0,0,0,0,0
1984-01-09,13.4,1984,0,0,0,01-09,0,0,0,0,0,0
1984-01-10,13.004944823154739,1984,0,0,0,01-10,0,0,0,0,0,0
1984-01-11,13.947630741815447,1984,0,0,0,01-11,0,0,0,0,0,0
1984-01-12,14.3,1984,0,0,0,01-12,0,0,0,0,0,0
1984-01-13,16.5,1984,0,0,0,01-13,0,0,0,0,0,0
1984-01-14,19.06466430169394,1984,0,0,0,01-14,0,0,0,0,0,0
1984-01-15,,1984,0,0,0,01-15,0,0,0,0,0,0
1984-01-16,17.875933914552952,1984,0,0,0,01-16,0,0,0,0,0,0
1984-01-17,,1984,0,0,0,01-17,0,0,0,0,0,0
1984-01-18,11.9,1984,0,0,0,01-18,0,0,0,0,0,0
1984-01-19,10.1809124244006,1984,0,0,0,01-19,0,0,0,0,0,0
1984-01-20,14.8,1984,0,0,0,01-20,0,0,0,0,0,0
1984-01-21,16.08954231081114,1984,0,0,0,01-21,0,0,0,0,0,0
1984-01-22,12.7,1984,0,0,0,01-22,0,0,0,0,0,0
1984-01-23,10.5,1984,0,0,0,01-23,0,0,0,0,0,0
1984-01-24,15.406535988250496,1984,0,0,0,01-24,0,0,0,0,0,0
1984-01-25,18.50380167447869,1984,0,0,0,01-25,0,0,0,0,0,0
1984-01-26,14.211557226250754,1984,0,0,0,01-26,0,0,0,0,0,0
1984-01-27,11.424537165674801,1984,0,0,0,01-27,0,0,0,0,0,0
1984-01-28,,1984,0,0,0,01-28,0,0,0,0,0,0
1984-01-29,14.7,1984,0,0,0,01-29,0,0,0,0,0,0
1984-01-30,,1984,0,0,0,01-30,0,0,0,0,0,0
1984-01-31,,1984,0,0,0,01-31,0,0,0,0,0,0
1984-02-01,13.03392942044318,1984,0,0,0,02-01,0,0,0,0,0,0
1984-02-02,10.310644230211121,1984,0,0,0,02-02,0,0,0,0,0,0
1984-02-03,13.0,1984,0,0,0,02-03,0,0,0,0,0,0
1984-02-04,14.763680110843433,1984,0,0,0,02-04,0,0,0,0,0,0
1984-02-05,14.2,1984,0,0,0,02-05,0,0,0,0,0,0
1984-02-06,15.436129545430457,1984,0,0,0,02-06,0,0,0,0,0,0
1984-02-07,18.0,1984,0,0,0,02-07,0,0,0,0,0,0
1984-02-08,15.913629653288151,1984,0,0,0,02-08,0,0,0,0,0,0
1984-02-09,15.9,1984,0,0,0,02-09,0,0,0,0,0,0
1984-02-10,15.5,1984,0,0,0,02-10,0,0,0,0,0,0
1984-02-11,14.602108418110323,1984,0,0,0,02-11,0,0,0,0,0,0
1984-02-12,,1984,0,0,0,02-12,0,0,0,0,0,0
1984-02-13,13.6,1984,0,0,0,02-13,0,0,0,0,0,0
1984-02-14,13.8,1984,0,0,0,02-14,0,0,0,0,0,0
1984-02-15,14.124147620884601,1984,0,0,0,02-15,0,0,0,0,0,0
1984-02-16,16.343678683689085,1984,0,0,0,02-16,0,0,0,0,0,0
1984-02-17,15.864793093787204,1984,0,0,0,02-17,0,0,0,0,0,0
1984-02-18,15.219967082495659,1984,0,0,0,02-18,0,0,0,0,0,0
1984-02-19,16.3,1984,0,0,0,02-19,0,0,0,0,0,0
1984-02-20,,1984,0,0,0,02-20,0,0,0,0,0,0
1984-02-21,18.7,1984,0,0,0,02-21,0,0,0,0,0,0
1984-02-22,15.630592834349208,1984,0,0,0,02-22,0,0,0,0,0,0
1984-02-23,18.84150592614876,1984,0,0,0,02-23,0,0,0,0,0,0
1984-02-24,17.083616284841753,1984,0,0,0,02-24,0,0,0,0,0,0
1984-02-25,12.726993529709995,1984,0,0,0,02-25,0,0,0,0,0,0
1984-02-26,11.7,1984,0,0,0,02-26,0,0,0,0,0,0
1984-02-27,15.1,1984,0,0,0,02-27,0,0,0,0,0,0
1984-02-28,11.2,1984,0,0,0,02-28,0,0,0,0,0,0
1984-02-29,,1984,0,0,0,02-29,0,0,0,0,0,0
1984-03-01,12.6,1984,0,0,0,03-01,0,0,0,0,0,0
1984-03-02,6.242767662925983,1984,0,0,0,03-02,0,0,0,0,0,0
1984-03-03,10.242580898455461,1984,0,0,0,03-03,0,0,0,0,0,0
1984-03-04,12.1,1984,0,0,0,03-04,0,0,0,0,0,0
1984-03-05,,1984,0,0,0,03-05,0,0,0,0,0,0
1984-03-06,19.5,1984,0,0,0,03-06,0,0,0,0,0,0
1984-03-07,,1984,0,0,0,03-07,0,0,0,0,0,0
1984-03-08,14.422646114650595,1984,0,0,0,03-08,0,0,0,0,0,0
1984-03-09,,1984,0,0,0,03-09,0,0,0,0,0,0
1984-03-10,10.974207902952461,1984,0,0,0,03-10,0,0,0,0,0,0
1984-03-11,11.4,1984,0,0,0,03-11,0,0,0,0,0,0
1984-03-12,15.6,1984,0,0,0,03-12,0,0,0,0,0,0
1984-03-13,9.245211882041165,1984,0,0,0,03-13,0,0,0,0,0,0
1984-03-14,12.1,1984,0,0,0,03-14,0,0,0,0,0,0
1984-03-15,13.678801591392846,1984,0,0,0,03-15,0,0,0,0,0,0
1984-03-16,10.9,1984,0,0,0,03-16,0,0,0,0,0,0
1984-03-17,12.263908701701329,1984,0,0,0,03-17,0,0,0,0,0,0
1984-03-18,13.8,1984,0,0,0,03-18,0,0,0,0,0,0
1984-03-19,13.669647004061424,1984,0,0,0,03-19,0,0,0,0,0,0
1984-03-20,15.646105779531924,1984,0,0,0,03-20,0,0,0,0,0,0
1984-03-21,12.1,1984,0,0,0,03-21,0,0,0,0,0,0
1984-03-22,14.707110648834096,1984,0,0,0,03-22,0,0,0,0,0,0
1984-03-23,16.6,1984,0,0,0,03-23,0,0,0,0,0,0
1984-03-24,17.280109116991834,1984,0,0,0,03-24,0,0,0,0,0,0
1984-03-25,11.69158554477725,1984,0,0,0,03-25,0,0,0,0,0,0
1984-03-26,7.946513010727861,1984,0,0,0,03-26,0,0,0,0,0,0
1984-03-27,7.4,1984,0,0,0,03-27,0,0,0,0,0,0
1984-03-28,8.7,1984,0,0,0,03-28,0,0,0,0,0,0
1984-03-29,12.827792971092741,1984,0,0,0,03-29,0,0,0,0,0,0
1984-03-30,15.3,1984,0,0,0,03-30,0,0,0,0,0,0
1984-03-31,11.1,1984,0,0,0,03-31,0,0,0,0,0,0
1984-04-01,8.435123133522247,1984,0,0,0,04-01,0,0,0,0,0,0
1984-04-02,10.3,1984,0,0,0,04-02,0,0,0,0,0,0
1984-04-03,,1984,0,0,0,04-03,0,0,0,0,0,0
1984-04-04,8.2,1984,0,0,0,04-04,0,0,0,0,0,0
1984-04-05,,1984,0,0,0,04-05,0,0,0,0,0,0
1984-04-06,11.175709169873654,1984,0,0,0,04-06,0,0,0,0,0,0
1984-04-07,12.5,1984,0,0,0,04-07,0,0,0,0,0,0
1984-04-08,9.289027652745625,1984,0,0,0,04-08,0,0,0,0,0,0
1984-04-09,9.7,1984,0,0,0,04-09,0,0,0,0,0,0
1984-04-10,9.496714671985886,1984,0,0,0,04-10,0,0,0,0,0,0
1984-04-11,11.952156237557388,1984,0,0,0,04-11,0,0,0,0,0,0
1984-04-12,12.0,1984,0,0,0,04-12,0,0,0,0,0,0
1984-04-13,,1984,0,0,0,04-13,0,0,0,0,0,0
1984-04-14,14.072854321733447,1984,0,0,0,04-14,0,0,0,0,0,0
1984-04-15,12.8,1984,0,0,0,04-15,0,0,0,0,0,0
1984-04-16,11.34852504362229,1984,0,0,0,04-16,0,0,0,0,0,0
1984-04-17,13.360683101767197,1984,0,0,0,04-17,0,0,0,0,0,0
1984-04-18,11.0,1984,0,0,0,04-18,0,0,0,0,0,0
1984-04-19,13.10816842493544,1984,0,0,0,04-19,0,0,0,0,0,0
1984-04-20,14.254470519066068,1984,0,0,0,04-20,0,0,0,0,0,0
1984-04-21,,1984,0,0,0,04-21,0,0,0,0,0,0
1984-04-22,13.521205406624906,1984,0,0,0,04-22,0,0,0,0,0,0
1984-04-23,8.58476862248658,1984,0,0,0,04-23,0,0,0,0,0,0
1984-04-24,11.1,1984,0,0,0,04-24,0,0,0,0,0,0
1984-04-25,,1984,0,0,0,04-25,0,0,0,0,0,0
1984-04-26,7.238540088960545,1984,0,0,0,04-26,0,0,0,0,0,0
1984-04-27,12.3986786288853,1984,0,0,0,04-27,0,0,0,0,0,0
1984-04-28,11.623996121250716,1984,0,0,0,04-28,0,0,0,0,0,0
1984-04-29,6.010756037899115,1984,0,0,0,04-29,0,0,0,0,0,0
1984-04-30,9.340546951932833,1984,0,0,0,04-30,0,0,0,0,0,0
1984-05-01,13.8,1984,0,0,0,05-01,0,0,0,0,0,0
1984-05-02,15.051116557733025,1984,0,0,0,05-02,0,0,0,0,0,0
1984-05-03,9.1,1984,0,0,0,05-03,0,0,0,0,0,0
1984-05-04,4.975770902474466,1984,0,0,0,05-04,0,0,0,0,0,0
1984-05-05,3.0908857038792608,1984,0,0,0,05-05,0,0,0,0,0,0
1984-05-06,5.308103707298494,1984,0,0,0,05-06,0,0,0,0,0,0
1984-05-07,7.76689989811427,1984,0,0,0,05-07,0,0,0,0,0,0
1984-05-08,5.5,1984,0,0,0,05-08,0,0,0,0,0,0
1984-05-09,8.507441827754494,1984,0,0,0,05-09,0,0,0,0,0,0
1984-05-10,9.84310336297732,1984,0,0,0,05-10,0,0,0,0,0,0
1984-05-11,12.29442808284426,1984,0,0,0,05-11,0,0,0,0,0,0
1984-05-12,6.872645921584246,1984,0,0,0,05-12,0,0,0,0,0,0
